gender,SeniorCitizen,Partner,Dependents,tenure,tenure_scaled,PhoneService,MultipleLines,Internet_DSL,Internet_Fiber,Internet_No,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_month,Contract_1year,Contract_2year,PaperlessBilling,PM_electronic_check,PM_mailed_check,PM_bank_transfer,PM_credit_card,MonthlyCharges,MonthlyCharges_scaled,TotalCharges,TotalCharges_scaled,Churn
1,0,0,0,24,0.3333333333,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,54.95,0.3651741294,1348.5,0.1552712786,0
1,0,0,0,1,0.01388888889,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,50.9,0.3248756219,50.9,0.005860814296,1
1,0,1,0,22,0.3055555556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,20.45,0.02189054726,471.55,0.05429601142,0
1,0,1,1,70,0.9722222222,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,85.95,0.6736318408,5931.75,0.6830036385,0
1,0,1,1,25,0.3472222222,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,60.35,0.4189054726,1404.65,0.1617365973,0
1,0,1,1,37,0.5138888889,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.8,0.01542288557,726.1,0.08360584009,0
0,1,1,1,22,0.3055555556,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,85.35,0.6676616915,1961.6,0.2258658806,0
0,0,1,1,59,0.8194444444,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,72.1,0.5358208955,4194.85,0.4830105472,0
1,0,1,1,49,0.6805555556,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,99.8,0.8114427861,4872.45,0.5610319178,1
1,0,1,1,47,0.6527777778,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,107.35,0.8865671642,5118.95,0.5894148397,1
0,0,1,1,31,0.4305555556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,19.55,0.01293532338,658.95,0.07587394068,1
1,0,1,1,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,81.05,0.6248756219,81.05,0.009332396831,0
1,0,0,0,3,0.04166666667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,20.5,0.0223880597,76.95,0.008860307664,0
0,0,1,0,53,0.7361111111,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,111.8,0.9308457711,5809.75,0.6689561072,0
1,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.2,0.01940298507,20.2,0.002325902727,0
1,0,0,0,20,0.2777777778,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,19.7,0.0144278607,415.9,0.04788826455,0
0,0,0,0,3,0.04166666667,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,79.1,0.6054726368,246.5,0.02838292189,1
0,0,0,0,51,0.7083333333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,19.85,0.01592039801,996.95,0.1147925111,0
0,0,1,0,51,0.7083333333,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,60.5,0.42039801,3145.15,0.362144206,0
0,0,1,1,13,0.1805555556,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.55,0.01293532338,265.3,0.03054762343,0
0,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.9,0.0263681592,20.9,0.002406503316,0
1,0,0,1,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,21.05,0.02786069652,21.05,0.002423774871,0
1,0,0,0,63,0.875,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,71.5,0.5298507463,4576.3,0.5269321113,0
1,0,0,0,3,0.04166666667,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,54.65,0.3621890547,189.1,0.02177367354,0
1,0,0,0,46,0.6388888889,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.2,0.009452736318,908.15,0.1045677506,0
1,0,0,0,1,0.01388888889,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,49.8,0.3139303483,49.8,0.005734156227,0
1,0,0,1,8,0.1111111111,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.5,0.07213930348,215.2,0.0247789241,1
0,0,1,1,71,0.9861111111,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.5,0.0223880597,1500.95,0.1728249355,0
1,0,1,1,55,0.7638888889,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,90.4,0.7179104478,5099.15,0.5871349945,0
0,0,0,0,70,0.9722222222,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,90.25,0.7164179104,6385.95,0.7353019068,0
0,0,0,0,2,0.02777777778,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,80.75,0.6218905473,159.45,0.01835966286,1
1,0,1,1,67,0.9305555556,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,104.6,0.8592039801,6885.75,0.7928507277,0
1,0,1,0,65,0.9027777778,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,91.85,0.7323383085,5940.85,0.6840514462,1
1,0,1,0,14,0.1944444444,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,50.2,0.3179104478,668.85,0.0770138633,0
0,0,1,1,20,0.2777777778,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,95.5,0.7686567164,1916.2,0.2206383567,0
1,0,0,1,1,0.01388888889,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,75.35,0.568159204,75.35,0.008676077745,1
1,0,0,0,1,0.01388888889,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,75.45,0.5691542289,75.45,0.008687592115,1
0,0,1,1,49,0.6805555556,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,95.4,0.7676616915,4613.95,0.5312672716,0
0,0,0,0,72,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,101.3,0.8263681592,7261.25,0.8360871868,0
0,0,1,0,46,0.6388888889,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,53.1,0.3467661692,2459.8,0.2832304716,0
1,0,0,0,24,0.3333333333,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,84.85,0.6626865672,2048.8,0.2359064112,0
0,0,1,1,5,0.06944444444,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,34.25,0.1592039801,163.55,0.01883175203,0
0,0,1,1,33,0.4583333333,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,88.6,0.7,2888.7,0.3326156043,0
0,0,0,0,42,0.5833333333,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,60.15,0.4169154229,2421.6,0.2788319823,0
1,0,0,0,23,0.3194444444,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,99.95,0.8129353234,2292.75,0.2639957167,0
1,0,0,0,8,0.1111111111,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,70.7,0.5218905473,553.4,0.06372052321,0
1,0,0,0,66,0.9166666667,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,54.8,0.363681592,3465.7,0.3990535188,0
1,0,0,0,24,0.3333333333,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,49.55,0.3114427861,1210.4,0.1393699337,1
1,1,0,0,24,0.3333333333,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,54.8,0.363681592,1291.3,0.148685059,0
1,0,0,0,69,0.9583333333,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,78.6,0.6004975124,5356.45,0.6167614683,1
0,0,0,0,53,0.7361111111,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,100.3,0.8164179104,5200.8,0.5988393515,0
0,0,0,0,60,0.8333333333,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,53.6,0.3517412935,3237.05,0.3727259119,0
0,0,1,0,7,0.09722222222,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,81.1,0.6253731343,576.65,0.06639761422,1
0,0,0,0,20,0.2777777778,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,19.35,0.01094527363,433.75,0.04994357959,0
0,0,1,1,23,0.3194444444,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,85.6,0.6701492537,1868.4,0.2151344878,0
1,0,1,1,72,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,80.8,0.6223880597,5728.55,0.6596064388,0
1,0,1,0,11,0.1527777778,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,74.95,0.5641791045,825.7,0.09507415254,1
1,0,0,0,21,0.2916666667,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.6,0.01343283582,390.4,0.04495210022,0
1,1,0,0,1,0.01388888889,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,93.55,0.7492537313,93.55,0.01077169307,1
1,1,0,0,31,0.4305555556,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,90.7,0.7208955224,2845.15,0.3276010962,0
0,0,0,0,57,0.7916666667,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,69.75,0.5124378109,3894.4,0.4484156227,0
0,0,1,1,45,0.625,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,0.01741293532,886.4,0.1020633751,0
1,0,0,0,10,0.1388888889,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,95.25,0.7661691542,1021.55,0.1176250461,0
0,0,1,0,58,0.8055555556,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,102.1,0.8343283582,5885.4,0.6776667281,1
1,0,0,1,14,0.1944444444,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.95,0.01691542289,268.4,0.0309045689,0
1,0,1,0,27,0.375,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,80.85,0.6228855721,2204.35,0.2538170136,0
0,0,1,1,14,0.1944444444,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,90.9,0.7228855721,1259,0.1449659175,1
0,0,1,1,12,0.1666666667,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,29.2,0.1089552239,309.1,0.03559091746,1
0,0,1,1,69,0.9583333333,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,93.3,0.7467661692,6398.05,0.7366951455,0
0,0,1,1,25,0.3472222222,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,89.15,0.7054726368,2257.75,0.2599656872,1
1,1,1,0,58,0.8055555556,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,108.85,0.9014925373,6287.25,0.7239372237,1
0,0,1,1,35,0.4861111111,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,46.35,0.27960199,1662.05,0.1913745855,0
0,1,0,0,16,0.2222222222,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,84.75,0.6616915423,1350.15,0.1554612657,1
1,0,1,1,45,0.625,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,78.75,0.6019900498,3600.65,0.414592161,0
0,0,0,0,17,0.2361111111,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,83.55,0.6497512438,1329.15,0.153043248,0
0,0,1,1,1,0.01388888889,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,45.7,0.2731343284,45.7,0.00526206706,1
1,0,0,0,22,0.3055555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.6,0.01343283582,422.5,0.04864821297,0
0,1,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69.95,0.5144278607,69.95,0.008054301769,1
1,0,1,1,67,0.9305555556,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,67.85,0.4935323383,4627.65,0.5328447402,0
0,0,1,1,67,0.9305555556,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,105.65,0.8696517413,6717.9,0.7735238578,0
0,0,1,0,2,0.02777777778,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,44.6,0.2621890547,97.1,0.01118045321,1
1,0,0,0,23,0.3194444444,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,74.95,0.5641791045,1710.45,0.1969475405,1
0,1,0,0,9,0.125,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,75.5,0.5696517413,637.4,0.07339259396,0
0,0,0,0,5,0.06944444444,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.15,0.01890547264,117.95,0.01358119934,0
1,0,0,0,54,0.75,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,45.2,0.268159204,2460.55,0.2833168294,0
0,0,0,0,57,0.7916666667,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,95.25,0.7661691542,5464.65,0.6292200166,1
1,0,0,0,24,0.3333333333,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,89.85,0.7124378109,2165.05,0.2492918662,1
0,0,1,1,49,0.6805555556,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,100.45,0.8179104478,4941.8,0.5690171334,1
1,0,0,0,5,0.06944444444,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,47.15,0.2875621891,223.15,0.02569431651,1
1,0,0,0,2,0.02777777778,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,80.2,0.6164179104,181.1,0.02085252395,1
0,0,0,1,4,0.05555555556,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,87.1,0.6850746269,341.45,0.03931581614,1
1,0,1,1,70,0.9722222222,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,79.25,0.6069651741,5731.85,0.659986413,0
1,0,0,0,5,0.06944444444,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,75.9,0.5736318408,357.75,0.04119265844,1
1,0,1,1,53,0.7361111111,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,85.7,0.6711442786,4616.1,0.5315148305,0
0,0,1,0,47,0.6527777778,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,98.75,0.8009950249,4533.7,0.5220269897,1
0,0,0,1,31,0.4305555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.1,0.0184079602,589.25,0.06784842483,0
1,0,1,1,13,0.1805555556,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,61.8,0.4333333333,750.1,0.08636928887,0
0,0,1,1,28,0.3888888889,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,49.9,0.3149253731,1410.25,0.162381402,0
0,0,0,0,10,0.1388888889,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,86.45,0.6786069652,830.85,0.09566714259,1
1,0,1,0,38,0.5277777778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.4,0.02139303483,743.5,0.08560934046,0
0,0,0,0,1,0.01388888889,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,45.3,0.2691542289,45.3,0.00521600958,1
1,0,1,0,67,0.9305555556,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,104.1,0.8542288557,7040.85,0.8107095155,1
1,0,1,0,52,0.7222222222,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,75.4,0.5686567164,3865.45,0.4450822126,0
1,0,1,1,62,0.8611111111,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,108.15,0.8945273632,6825.65,0.7859305914,0
0,0,0,0,16,0.2222222222,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,86.25,0.6766169154,1340.1,0.1543040715,0
0,1,1,0,5,0.06944444444,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,81,0.6243781095,371.65,0.04279315586,1
1,0,0,0,12,0.1666666667,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,95.7,0.7706467662,1184,0.13633014,0
0,0,1,1,72,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,116.85,0.9810945274,8477.7,0.9761537399,0
1,1,0,0,71,0.9861111111,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,105.75,0.8706467662,7382.85,0.8500886606,0
0,0,1,0,24,0.3333333333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20.15,0.01890547264,456.85,0.05260339904,0
0,0,0,0,15,0.2083333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.6,0.01343283582,331.6,0.0381816507,0
1,0,1,0,67,0.9305555556,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,90.6,0.7199004975,6056.15,0.6973275147,1
1,0,0,1,2,0.02777777778,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,60.95,0.4248756219,134.6,0.01549834193,0
0,0,1,1,5,0.06944444444,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.05,0.06766169154,125.5,0.01445053427,0
0,0,1,0,15,0.2083333333,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,88.15,0.6955223881,1390.6,0.1601188283,1
1,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,20.2,0.01940298507,20.2,0.002325902727,1
1,0,1,1,41,0.5694444444,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,60.3,0.4184079602,2511.3,0.2891603721,0
0,0,0,1,43,0.5972222222,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,63.95,0.4547263682,2737.05,0.3151540623,0
1,1,1,0,1,0.01388888889,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74.3,0.5577114428,74.3,0.008555176861,0
0,1,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,70.6,0.5208955224,70.6,0.008129145173,0
0,0,1,1,26,0.3611111111,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,90.8,0.7218905473,2361.8,0.2719463891,1
1,0,0,0,22,0.3055555556,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,79.35,0.607960199,1730.35,0.1992389001,1
1,0,1,0,71,0.9861111111,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,90.55,0.7194029851,6404,0.7373802506,0
1,0,0,0,7,0.09722222222,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.45,0.01194029851,165.35,0.01903901069,0
0,1,0,0,28,0.3888888889,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,64.45,0.4597014925,1867.6,0.2150423729,0
1,1,0,0,16,0.2222222222,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.65,0.5114427861,1043.3,0.1201294215,0
1,0,0,0,7,0.09722222222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.5,0.01243781095,128.6,0.01480747973,0
0,0,0,0,69,0.9583333333,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,110.5,0.9179104478,7455.45,0.8584480932,0
0,0,0,1,1,0.01388888889,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.7,0.06417910448,24.7,0.002844049374,0
1,0,0,0,3,0.04166666667,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,77.4,0.5885572139,206.15,0.02373687362,0
1,1,0,0,21,0.2916666667,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,96.8,0.7815920398,2030.3,0.2337762528,1
0,0,1,0,69,0.9583333333,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,85.4,0.668159204,5869.4,0.6758244289,0
0,0,1,0,71,0.9861111111,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,47.6,0.292039801,3377.8,0.3889323876,0
0,0,1,1,69,0.9583333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.4,0.01144278607,1346.2,0.155006448,0
0,0,0,0,48,0.6666666667,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,103.85,0.8517412935,4946.05,0.5695064941,0
1,0,1,0,47,0.6527777778,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,83.35,0.647761194,4065,0.4680591378,1
0,0,0,0,2,0.02777777778,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,49.4,0.3099502488,106.55,0.01226856116,1
1,0,0,0,45,0.625,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,108.45,0.8975124378,4964.7,0.5716539241,0
1,0,0,0,51,0.7083333333,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,81,0.6243781095,4085.75,0.4704483696,0
0,0,1,0,22,0.3055555556,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,79.2,0.6064676617,1742.75,0.200666682,1
1,0,0,0,72,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,86.65,0.6805970149,6224.8,0.7167464996,0
1,0,1,1,37,0.5138888889,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,92.95,0.7432835821,3415.25,0.3932445192,0
1,0,1,1,71,0.9861111111,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,90.35,0.7174129353,6325.25,0.7283126842,0
1,0,1,1,7,0.09722222222,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,48.7,0.3029850746,340.25,0.0391776437,1
0,0,0,0,66,0.9166666667,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,25.15,0.06865671642,1683.6,0.1938559322,0
1,0,1,1,51,0.7083333333,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,76.4,0.5786069652,3966.3,0.4566944547,0
0,0,1,1,30,0.4166666667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19.55,0.01293532338,608.5,0.07006494105,0
0,0,0,0,34,0.4722222222,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,85.35,0.6676616915,2896.6,0.3335252395,0
1,0,1,1,64,0.8888888889,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,24.8,0.06517412935,1514.85,0.1744254329,0
1,1,1,0,65,0.9027777778,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,103.15,0.8447761194,6792.45,0.7821078206,0
1,0,0,0,47,0.6527777778,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,100.75,0.8208955224,4669.2,0.5376289609,0
0,0,0,0,1,0.01388888889,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,95.6,0.7696517413,95.6,0.01100773766,1
0,0,0,0,49,0.6805555556,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,59.75,0.4129353234,2934.3,0.337866157,1
0,0,1,1,67,0.9305555556,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,94.1,0.7547263682,6302.8,0.7257277082,0
1,0,0,1,39,0.5416666667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19.35,0.01094527363,779.2,0.08971997052,0
1,0,0,0,14,0.1944444444,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.9,0.01641791045,283.75,0.03267202469,0
0,1,0,0,43,0.5972222222,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,108.15,0.8945273632,4600.7,0.5297416175,1
1,1,0,0,56,0.7777777778,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,101.05,0.823880597,5594,0.6441138541,0
0,0,0,0,14,0.1944444444,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,59.1,0.4064676617,772.85,0.08898880803,0
0,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,71.35,0.528358209,71.35,0.008215502948,1
1,0,1,1,16,0.2222222222,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,55.85,0.3741293532,857.8,0.09877026529,0
1,0,1,1,70,0.9722222222,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,106.05,0.8736318408,7554.05,0.869801262,0
1,1,1,0,72,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,84.1,0.6552238806,5981.65,0.6887493091,0
0,0,1,1,23,0.3194444444,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,75.3,0.5676616915,1702.9,0.1960782056,0
1,0,0,1,21,0.2916666667,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.7,0.06417910448,467.15,0.05378937915,0
0,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,20.15,0.01890547264,20.15,0.002320145542,1
1,0,0,1,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69.75,0.5124378109,69.75,0.008031273029,1
0,1,1,0,32,0.4444444444,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,93.2,0.7457711443,2931,0.3374861828,1
1,0,1,1,17,0.2361111111,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,80.85,0.6228855721,1400.85,0.1612990512,1
0,0,0,0,4,0.05555555556,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,33.65,0.1532338308,137.85,0.01587255895,1
0,0,0,0,36,0.5,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,55.8,0.3736318408,1941.5,0.2235514923,0
0,0,0,0,50,0.6944444444,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,39.7,0.2134328358,1932.75,0.2225439849,0
0,0,1,1,48,0.6666666667,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,29.5,0.1119402985,1423.05,0.1638552413,0
0,0,0,1,50,0.6944444444,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.15,0.01890547264,970.85,0.1117872605,0
